image_id,label,file_path,status,p_low,p_high,threshold_T,threshold_method,roi_count_after_strategy,roi_area_sel,roi_dist_center,mean,std,variance,min,max,median,skewness,kurtosis,entropy,energy,roi_pixels,area,perimeter,circularity,eccentricity,solidity,extent,major_axis_length,minor_axis_length,aspect_ratio,convex_area,bbox_w,bbox_h,equivalent_diameter,glcm_contrast,glcm_dissimilarity,glcm_homogeneity,glcm_energy,glcm_correlation,glcm_ASM
ISIC_0027159.jpg,vascular lesion,/content/skin_cancer_local/Train/vascular lesion/ISIC_0027159.jpg,ok,6,99,132.978515625,minimum,1,129406.0,25.233644372810325,61.2116584777832,39.25711441040039,1541.1209716796875,0.0,160.0,62.0,0.05161507427692413,-0.9762284755706787,5.9926664811941475,0.022998898881883566,129406,129406.0,1878.4497474683058,0.46085586059919503,0.757632908902082,0.9641263289649161,0.722349368671363,505.300181983605,329.7997845628558,1.5321422439780261,134221.0,479.0,374.0,405.9123507926292,0.7028322885858447,0.26644530127513605,0.8909447780565536,0.41526250720666313,0.9458194046284165,0.17246760019266694
ISIC_0031215.jpg,vascular lesion,/content/skin_cancer_local/Train/vascular lesion/ISIC_0031215.jpg,ok,6,99,36.357421875,minimum,1,20957.0,34.76362869284721,6.616261959075928,13.708388328552246,187.919921875,0.0,90.0,0.0,2.2991044521331787,4.8229193687438965,2.086761949084763,0.5220250362612149,20957,20957.0,776.4142135623731,0.4368697990817987,0.5921016768558002,0.9194489536261132,0.6309308766859345,184.1478767892625,148.39800950506404,1.2409053019203555,22793.0,192.0,173.0,163.3501794887744,0.2472375436455579,0.14239280441413776,0.9389982881328673,0.8542080952132277,0.6474874153398249,0.7296987917633173
ISIC_0026713.jpg,vascular lesion,/content/skin_cancer_local/Train/vascular lesion/ISIC_0026713.jpg,ok,5,97,43.330078125,minimum,1,18596.0,274.36216923709253,9.100343704223633,14.427268028259277,208.1460723876953,0.0,77.0,0.0,1.5220764875411987,1.322822093963623,2.3173647904745507,0.3920380188015648,18596,18596.0,759.2071067811866,0.40542345650527783,0.8294107502418554,0.8899310872894334,0.5253107344632768,230.8554047183247,128.96488927063126,1.790063993571736,20896.0,177.0,200.0,153.87385279473276,0.1959844705209944,0.13680141648126531,0.937505514902695,0.8354150331710859,0.6874074176191385,0.6979295400265575
ISIC_0030070.jpg,vascular lesion,/content/skin_cancer_local/Train/vascular lesion/ISIC_0030070.jpg,ok,6,99,32.373046875,minimum,1,6028.0,12.737790693685984,6.044459342956543,19.411890029907227,376.8215026855469,0.0,124.0,0.0,3.3847947120666504,10.921085357666016,0.9499888055887592,0.7957809364747302,6028,6028.0,349.20710678118655,0.6211792794073289,0.5634736880148018,0.982559087204564,0.7833658219623132,96.46005936923015,79.68893567701258,1.2104573683878959,6135.0,95.0,81.0,87.60757944186999,0.916360965152599,0.26089369904975135,0.9232397435507198,0.888480568003025,0.49808247478065254,0.7894465390762477
ISIC_0033458.jpg,vascular lesion,/content/skin_cancer_local/Train/vascular lesion/ISIC_0033458.jpg,ok,6,99,26.396484375,minimum,1,13311.0,10.523645004335439,5.472616672515869,14.766522407531738,218.05018615722656,0.0,193.0,0.0,3.2924702167510986,13.230287551879883,1.5767354786089367,0.6775212521993044,13311,13311.0,798.8284271247462,0.2621280669815549,0.6994945986157072,0.9000608560416525,0.6650179856115108,157.37443865193853,112.46573597258482,1.399310085787368,14789.0,139.0,144.0,130.18483621363032,0.43507528671711093,0.17772203098865968,0.9335059394203487,0.8789980434093974,0.4968881895985761,0.7726809859099999
ISIC_0029742.jpg,vascular lesion,/content/skin_cancer_local/Train/vascular lesion/ISIC_0029742.jpg,ok,6,99,110.068359375,minimum,1,28425.0,13.549860336548967,22.60024642944336,36.83454132080078,1356.783447265625,0.0,255.0,0.0,1.7862154245376587,2.5391883850097656,3.4260421773568273,0.3001667360526127,28425,28425.0,793.2071067811866,0.5677238563428085,0.6114274393205199,0.9846542884855203,0.74771148989899,214.33268773235326,169.60156366584079,1.2637424036646454,28868.0,216.0,176.0,190.24151507780053,1.323862809158673,0.3370044950596146,0.8895914103710202,0.7251405885649135,0.823082998805678,0.5258519992061346
ISIC_0027210.jpg,vascular lesion,/content/skin_cancer_local/Train/vascular lesion/ISIC_0027210.jpg,ok,5,97,33.369140625,minimum,1,7102.0,12.38073543909244,6.536187171936035,16.236791610717773,263.6333923339844,0.0,124.0,0.0,2.9153709411621094,9.425416946411133,1.366727409677083,0.6600893240000217,7102,7102.0,412.0,0.525770360679487,0.7197079106469148,0.9718117131910236,0.67056935133604,115.00979829232516,79.84865529581197,1.4403473404311162,7308.0,119.0,89.0,95.09230908285447,0.44785459198003585,0.18661810996132971,0.9300558365545699,0.8664700372851715,0.5795126316101573,0.7508277922377371
ISIC_0025677.jpg,vascular lesion,/content/skin_cancer_local/Train/vascular lesion/ISIC_0025677.jpg,ok,6,99,28.388671875,minimum,1,17309.0,181.82048119738076,3.7103240489959717,12.338177680969238,152.23062133789062,0.0,139.0,0.0,4.044854640960693,18.72710609436035,1.0183582850341202,0.7776476011478729,17309,17309.0,627.2071067811866,0.552916946180327,0.5396465140521854,0.961504277302522,0.779053020073814,162.70199226167563,136.97745737480201,1.1878012293401252,18002.0,138.0,161.0,148.45370753140836,0.33048535525984335,0.1381689673033935,0.9481045526051028,0.9034507427435841,0.523492081257472,0.8162424386870912
ISIC_0033158.jpg,vascular lesion,/content/skin_cancer_local/Train/vascular lesion/ISIC_0033158.jpg,ok,6,99,84.169921875,minimum,1,47081.0,16.297649151681636,27.321212768554688,30.293325424194336,917.685546875,0.0,255.0,17.0,0.9975256323814392,0.5209767818450928,4.55011138327873,0.12514305780636492,47081,47081.0,1050.0,0.5366324670246205,0.732784127974323,0.9777173235868256,0.701048274219006,297.2731227158422,202.2828208051965,1.4695915428335968,48154.0,287.0,234.0,244.83747876025066,0.6632869879520713,0.2385724245745895,0.9118695089631192,0.6316791267334091,0.8726983124159945,0.39905724374927354
ISIC_0024706.jpg,vascular lesion,/content/skin_cancer_local/Train/vascular lesion/ISIC_0024706.jpg,ok,6,99,85.166015625,minimum,1,26272.0,34.64376624071444,16.85642433166504,28.96643829345703,839.0545654296875,0.0,160.0,0.0,1.7334339618682861,1.9376764297485352,3.209938667507995,0.3593391852276049,26272,26272.0,867.2071067811866,0.4389927449908919,0.8488836053340229,0.9522981006234594,0.6492043095779382,253.25617651088564,133.86610383080577,1.89186186243962,27588.0,268.0,151.0,182.89491332260226,0.7427903720933408,0.22663213674002303,0.9231865279724114,0.7950691653177236,0.8114302907486526,0.6321596127905971
